Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales (in millions),EU_Sales (in millions),JP_Sales (in millions),Other_Sales (in millions),Global_Sales (in millions),Critic_Score,User_Score,Developer,Rating
Fight Night Round 2,XB,1970,Fighting,Electronic Arts,0.42,0.16,0.0,0.02,0.6,88.0,88.0,EA Sports,T
Fight Night Round 2,GC,1970,Fighting,Electronic Arts,0.13,0.03,0.0,0.0,0.17,87.0,79.0,EA Sports,T
Fight Night Round 3,PS3,1970,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67,83.0,79.0,EA Chicago,T
Fight Night Round 3,PS2,1970,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56,84.0,81.0,EA Chicago,T
Fight Night Round 3,X360,1970,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47,86.0,88.0,EA Chicago,T
Fight Night Round 3,PSP,1970,Fighting,Electronic Arts,0.46,0.01,0.0,0.04,0.52,74.0,81.0,EA Chicago,T
Fight Night Round 3,XB,1970,Fighting,Electronic Arts,0.26,0.06,0.0,0.01,0.33,83.0,90.0,EA Chicago,T
Fight Night Round 4,PS3,1970,Fighting,Electronic Arts,0.92,0.4,0.0,0.2,1.52,88.0,76.0,EA Canada,T
Fight Night Round 4,X360,1970,Fighting,Electronic Arts,0.95,0.33,0.0,0.13,1.4,87.0,81.0,EA Canada,T
Fighter Maker 2,PS2,1970,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07,58.0,78.0,Enterbrain,T
Fighter Within,XOne,1970,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23.0,30.0,Ubisoft,T
Fighters Uncaged,X360,1970,Fighting,Ubisoft,0.31,0.23,0.0,0.06,0.6,32.0,46.0,Ubisoft,T
Fighting Fantasy: The Warlock of Firetop Mountain,DS,1970,Role-Playing,Aspyr,0.08,0.0,0.0,0.01,0.09,45.0,81.0,Big Blue Bubble Inc.,T
Final Fantasy Anniversary Edition,PSP,1970,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.58,67.0,77.0,TOSE,E10+
Final Fantasy Anthology,PS,1970,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8,80.0,81.0,SquareSoft,T
Final Fantasy Chronicles,PS,1970,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52,89.0,91.0,TOSE,T
Final Fantasy Crystal Chronicles: Echoes of Time,DS,1970,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.47,75.0,73.0,Square Enix,E10+
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,1970,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,64.0,56.0,Square Enix,E10+
Final Fantasy Crystal Chronicles: Ring of Fates,DS,1970,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,77.0,72.0,Square Enix,E10+
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,1970,Action,Square Enix,0.21,0.07,0.08,0.03,0.39,66.0,76.0,Square Enix,T
Final Fantasy Explorers,3DS,1970,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,69.0,70.0,Racjin,E10+
Final Fantasy Fables: Chocobo Tales,DS,1970,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24,75.0,74.0,h.a.n.d. Inc.,E
Final Fantasy Fables: Chocobo's Dungeon,Wii,1970,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,76.0,80.0,h.a.n.d. Inc.,E10+
Final Fantasy II Anniversary Edition,PSP,1970,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,0.5,63.0,71.0,TOSE,T
Final Fantasy III,DS,1970,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,2.08,77.0,71.0,Matrix Software,E10+
Final Fantasy IV,DS,1970,Simulation,Square Enix,0.51,0.04,0.62,0.05,1.21,85.0,77.0,Matrix Software,E10+
Final Fantasy IV Advance,GBA,1970,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,85.0,73.0,TOSE,E10+
Final Fantasy IV: The Complete Collection,PSP,1970,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,77.0,75.0,Bullets,E10+
Final Fantasy IX,PS,1970,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,94.0,89.0,SquareSoft,T
Final Fantasy Tactics,PS,1970,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,83.0,82.0,SquareSoft,T
Final Fantasy Tactics A2: Grimoire of the Rift,DS,1970,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,0.75,80.0,69.0,Square Enix,E10+
Final Fantasy Tactics Advance,GBA,1970,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,87.0,78.0,Square Enix,E
Final Fantasy Tactics: The War of the Lions,PSP,1970,Role-Playing,Square Enix,0.45,0.24,0.3,0.16,1.16,88.0,80.0,TOSE,T
Final Fantasy V Advance,GBA,1970,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,72.0,TOSE,E
Final Fantasy VI Advance,GBA,1970,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28,92.0,84.0,TOSE,E10+
Final Fantasy VII,PS,1970,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,92.0,92.0,SquareSoft,T
Final Fantasy VIII,PS,1970,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,90.0,86.0,SquareSoft,T
Final Fantasy X,PS2,1970,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,92.0,87.0,SquareSoft,T
Final Fantasy X / X-2 HD Remaster,PS3,1970,Role-Playing,Square Enix,0.43,0.36,0.32,0.16,1.27,85.0,85.0,Virtuos,T
Final Fantasy X / X-2 HD Remaster,PSV,1970,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,86.0,85.0,Virtuos,T
Final Fantasy X-2,PS2,1970,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85.0,66.0,SquareSoft,T
Final Fantasy XI,X360,1970,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66.0,65.0,Square Enix,T
Final Fantasy XI: Chains of Promathia,PS2,1970,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25,77.0,80.0,Square Enix,T
Final Fantasy XI: Treasures of Aht Urhgan,PS2,1970,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,87.0,71.0,Square Enix,T
Final Fantasy XI: Wings of the Goddess,X360,1970,Role-Playing,Square Enix,0.26,0.0,0.02,0.02,0.3,63.0,58.0,Square Enix,T
Final Fantasy XII,PS2,1970,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,92.0,76.0,Square Enix,T
Final Fantasy XII: Revenant Wings,DS,1970,Role-Playing,Square Enix,0.33,0.41,0.54,0.1,1.37,81.0,61.0,"Square Enix, Think and Feel",E10+
Final Fantasy XIII,PS3,1970,Role-Playing,Square Enix,1.74,1.21,1.87,0.51,5.33,83.0,73.0,Square Enix,T
Final Fantasy XIII,X360,1970,Role-Playing,Square Enix,1.28,0.67,0.01,0.21,2.16,82.0,63.0,Square Enix,T
Final Fantasy XIII-2,PS3,1970,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,79.0,66.0,Square Enix,T
Final Fantasy XIII-2,X360,1970,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,0.73,79.0,63.0,Square Enix,T
Final Fantasy XIV: Heavensward,PS4,1970,Action,Square Enix,0.0,0.06,0.06,0.01,0.13,86.0,76.0,Square Enix,T
Final Fantasy XIV: Heavensward,PC,1970,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,86.0,77.0,Square Enix,T
Final Fantasy: Crystal Chronicles,GC,1970,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49,80.0,81.0,Square Enix,T
Final Fantasy: The 4 Heroes of Light,DS,1970,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,71.0,71.0,Matrix Software,E10+
Final Fight One,GBA,1970,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,82.0,78.0,Sun-Tec,E
Final Fight: Streetwise,PS2,1970,Action,Capcom,0.03,0.02,0.0,0.01,0.05,43.0,62.0,Capcom,M
Final Fight: Streetwise,XB,1970,Action,Capcom,0.01,0.0,0.0,0.0,0.02,42.0,40.0,Secret Level,M
Finding Nemo,GC,1970,Action,THQ,0.69,0.18,0.0,0.02,0.89,62.0,55.0,Traveller's Tales,E
Fire Emblem,GBA,1970,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88.0,92.0,Intelligent Systems,E
Fire Emblem: Awakening,3DS,1970,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01,92.0,91.0,Intelligent Systems,T
Fire Emblem: Path of Radiance,GC,1970,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,85.0,89.0,Intelligent Systems,T
Fire Emblem: Radiant Dawn,Wii,1970,Strategy,Nintendo,0.27,0.03,0.17,0.03,0.49,78.0,87.0,Intelligent Systems,E10+
Fire Emblem: Shadow Dragon,DS,1970,Role-Playing,Nintendo,0.29,0.02,0.27,0.03,0.61,81.0,70.0,Intelligent Systems,E10+
Fire Emblem: The Sacred Stones,GBA,1970,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,85.0,91.0,Intelligent Systems,E
Fire Pro Wrestling Returns,PS2,1970,Sports,505 Games,0.04,0.03,0.0,0.01,0.09,78.0,85.0,S-Neo,T
Fish Tycoon,DS,1970,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,70.0,"LDW, Big Fish Games",E
Fisherman's Challenge,PS2,1970,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67.0,75.0,Konami,E
Fishing Master,Wii,1970,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31,58.0,81.0,Hudson Soft,E
Fishing Resort,Wii,1970,Sports,Namco Bandai Games,0.14,0.0,0.25,0.01,0.39,69.0,70.0,Prope,E
Fist of the North Star: Ken's Rage,PS3,1970,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,60.0,69.0,"Koei, Omega Force",M
Fist of the North Star: Ken's Rage,X360,1970,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,59.0,73.0,Koei,M
Fist of the North Star: Ken's Rage 2,PS3,1970,Fighting,Tecmo Koei,0.0,0.0,0.3,0.0,0.3,49.0,70.0,"Koei, Omega Force",M
Fist of the North Star: Ken's Rage 2,X360,1970,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,55.0,71.0,Koei,M
Fist of the North Star: Ken's Rage 2,WiiU,1970,Fighting,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,40.0,58.0,Koei,M
Flash Focus: Vision Training in Minutes a Day,DS,1970,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,40.0,"Nintendo, Namco Bandai Games",E
FlatOut,PS2,1970,Racing,Empire Interactive,0.19,0.15,0.0,0.05,0.38,70.0,85.0,Bugbear,T
FlatOut,XB,1970,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17,71.0,82.0,Bugbear,T
FlatOut 2,PS2,1970,Racing,Empire Interactive,0.08,0.06,0.0,0.02,0.16,73.0,75.0,Bugbear,T
FlatOut 2,XB,1970,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,73.0,Bugbear,T
FlatOut: Head On,PSP,1970,Racing,Empire Interactive,0.13,0.1,0.0,0.06,0.29,74.0,82.0,Bugbear,T
FlatOut: Ultimate Carnage,X360,1970,Racing,Empire Interactive,0.07,0.02,0.0,0.01,0.11,80.0,88.0,Bugbear,T
FlatOut: Ultimate Carnage,PC,1970,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01,79.0,77.0,Bugbear,T
FlingSmash,Wii,1970,Action,Nintendo,0.37,0.01,0.07,0.02,0.47,48.0,68.0,Artoon,E
Flipnic: Ultimate Pinball,PS2,1970,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,64.0,81.0,SCEI,E
"Flower, Sun, and Rain",DS,1970,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,0.07,54.0,71.0,h.a.n.d. Inc.,T
Folklore,PS3,1970,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75.0,82.0,"Game Republic, JapanStudio",T
Food Network: Cook or Be Cooked,Wii,1970,Misc,Namco Bandai Games,0.41,0.0,0.0,0.03,0.44,53.0,68.0,Red Fly Studio,E
Football Manager 2010,PC,1970,Sports,Sega,0.0,0.06,0.0,0.01,0.07,87.0,90.0,Sports Interactive,E
Football Manager 2011,PC,1970,Sports,Sega,0.0,1.01,0.0,0.25,1.26,85.0,84.0,Sports Interactive,E
Football Manager 2012,PC,1970,Sports,Sega,0.02,1.16,0.0,0.33,1.51,84.0,80.0,Sports Interactive,E
Football Manager 2014,PC,1970,Sports,Sega,0.0,0.6,0.0,0.03,0.64,85.0,55.0,Sports Interactive,E
Football Manager 2016,PC,1970,Simulation,Sega,0.0,0.33,0.0,0.02,0.35,81.0,69.0,Sega,E
Football Manager 2017,PC,1970,Simulation,Sega,0.0,0.09,0.0,0.01,0.09,81.0,43.0,Sports Interactive,E
Football Manager Handheld 2010,PSP,1970,Sports,Sega,0.0,0.26,0.0,0.09,0.35,69.0,69.0,Sports Interactive,E
Football Manager Handheld 2011,PSP,1970,Sports,Sega,0.0,0.27,0.0,0.14,0.41,77.0,77.0,Sports Interactive,E
Ford Mustang: The Legend Lives,PS2,1970,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29,58.0,73.0,Eutechnyx,E
Ford Racing,PS,1970,Racing,Empire Interactive,0.48,0.33,0.0,0.06,0.86,53.0,58.0,Toolbox Design,E
Ford Racing 2,PS2,1970,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,51.0,80.0,Razorworks Studios,E
Ford Racing 3,PS2,1970,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,66.0,Razorworks Studios,E
Ford Racing Off Road,Wii,1970,Racing,Xplosiv,0.06,0.39,0.0,0.01,0.47,37.0,63.0,Razorworks,E
Forever Kingdom,PS2,1970,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64.0,78.0,From Software,T
Forgotten Realms: Demon Stone,PS2,1970,Action,Atari,0.1,0.08,0.0,0.03,0.2,71.0,68.0,Stormfront Studios,T
Forgotten Realms: Demon Stone,XB,1970,Action,Atari,0.06,0.02,0.0,0.0,0.09,72.0,65.0,Stormfront Studios,T
Formula One 2001,PS2,1970,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,73.0,60.0,Studio Liverpool,E
Fortune Street,Wii,1970,Misc,Nintendo,0.25,0.03,0.17,0.02,0.48,68.0,75.0,Marvelous AQL,E
Forza Horizon,X360,1970,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85.0,84.0,"PLAYGROUND, Playground Games",T
Forza Horizon 2,XOne,1970,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.11,1.4,86.0,82.0,Playground Games,E10+
Forza Horizon 3,XOne,1970,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,1.08,91.0,74.0,Playground Games,E
Forza Motorsport,XB,1970,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,92.0,76.0,Microsoft Game Studios,E
Forza Motorsport 2,X360,1970,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,83.0,Turn 10,E
Forza Motorsport 3,X360,1970,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,92.0,80.0,Turn 10,E
Forza Motorsport 4,X360,1970,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,82.0,Turn 10,E
Forza Motorsport 5,XOne,1970,Racing,Microsoft Game Studios,1.21,0.79,0.01,0.19,2.2,79.0,59.0,Turn 10,E
Forza Motorsport 6,XOne,1970,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,87.0,79.0,Turn 10,E
Fossil Fighters,DS,1970,Role-Playing,Nintendo,0.83,0.0,0.0,0.06,0.89,70.0,79.0,RED Entertainment,E
Fossil Fighters: Champions,DS,1970,Role-Playing,Nintendo,0.31,0.0,0.34,0.02,0.67,68.0,71.0,"RED Entertainment, Artdink",E
Fossil Fighters: Frontier,3DS,1970,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,57.0,48.0,"RED Entertainment, Spike Chunsoft",E10+
Fracture,X360,1970,Shooter,LucasArts,0.15,0.14,0.0,0.04,0.33,63.0,62.0,Day 1 Studios,T
Fracture,PS3,1970,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.16,62.0,58.0,Day 1 Studios,T
Fragile Dreams: Farewell Ruins of the Moon,Wii,1970,Role-Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,67.0,83.0,Tri-Crescendo,T
Freedom Fighters,PS2,1970,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52,81.0,84.0,Io Interactive,T
Freedom Fighters,XB,1970,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,82.0,82.0,Io Interactive,T
Freedom Fighters,GC,1970,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13,83.0,78.0,Io Interactive,T
Freedom Wars,PSV,1970,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,73.0,83.0,"Dimps Corporation, SCE Japan Studio",T
Freedom Wings,DS,1970,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02,46.0,77.0,Beluga Computer,E10+
Freekstyle,PS2,1970,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,81.0,73.0,Page 44 Studios,E
Freelancer,PC,1970,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85.0,90.0,Digital Anvil,T
Freestyle Metal X,PS2,1970,Racing,Midway Games,0.04,0.03,0.0,0.01,0.09,67.0,83.0,Deibus Studios,T
Frequency,PS2,1970,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,83.0,90.0,Harmonix Music Systems,E
Frogger 2: Swampy's Revenge,PS,1970,Action,Hasbro Interactive,0.8,0.54,0.0,0.09,1.43,77.0,79.0,Blitz Games,E
Frogger 3D,3DS,1970,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.21,54.0,55.0,Alpha Unit,E
Frogger Beyond,GC,1970,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,60.0,72.0,Konami,E
Frogger: Ancient Shadow,PS2,1970,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,54.0,40.0,Hudson Soft,E
Frogger: Helmet Chaos,PSP,1970,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,66.0,64.0,Konami Computer Entertainment Hawaii,E
Frogger: The Great Quest,PS2,1970,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23,32.0,46.0,Konami,E
Frogger's Adventures: The Rescue,PS2,1970,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,59.0,85.0,Konami,E
From Russia With Love,PS2,1970,Action,Electronic Arts,0.34,0.01,0.0,0.06,0.41,69.0,76.0,EA Redwood Shores,T
From Russia With Love,GC,1970,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,70.0,85.0,Electronic Arts,T
From Russia With Love,XB,1970,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,71.0,88.0,Electronic Arts,T
From Russia With Love,PSP,1970,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08,61.0,69.0,Rebellion,T
From The Abyss,DS,1970,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,59.0,80.0,Sonic Powered,E
Front Mission,DS,1970,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,72.0,89.0,Square Enix,E10+
Front Mission 4,PS2,1970,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54,75.0,86.0,Square Enix,T
Front Mission Evolved,PS3,1970,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,58.0,60.0,Double Helix Games,T
Front Mission Evolved,X360,1970,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,58.0,61.0,Double Helix Games,T
Front Mission Evolved,PC,1970,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,63.0,51.0,Double Helix Games,T
Frontlines: Fuel of War,X360,1970,Shooter,THQ,0.34,0.15,0.01,0.05,0.56,75.0,78.0,Kaos Studios,T
Frontlines: Fuel of War,PC,1970,Shooter,THQ,0.0,0.02,0.0,0.0,0.02,73.0,69.0,Kaos Studios,T
Fuel,X360,1970,Racing,Codemasters,0.09,0.18,0.0,0.04,0.31,66.0,70.0,Asobo Studio,E
Fuel,PS3,1970,Racing,Codemasters,0.08,0.11,0.0,0.04,0.24,67.0,74.0,Asobo Studio,E
Fuel,PC,1970,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,67.0,67.0,Asobo Studio,E
Fugitive Hunter: War on Terror,PS2,1970,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,35.0,50.0,Black Ops Entertainment,M
Full Auto,X360,1970,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,70.0,78.0,Pseudo Interactive,T
Full Auto 2: Battlelines,PS3,1970,Racing,Sega,0.14,0.02,0.0,0.02,0.18,67.0,76.0,Pseudo Interactive,T
Full Spectrum Warrior,XB,1970,Strategy,THQ,0.54,0.16,0.0,0.03,0.73,84.0,87.0,Pandemic Studios,M
Full Spectrum Warrior,PS2,1970,Strategy,THQ,0.15,0.11,0.0,0.04,0.3,74.0,80.0,Pandemic Studios,M
Full Spectrum Warrior: Ten Hammers,PS2,1970,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,71.0,80.0,Pandemic Studios,M
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,1970,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,67.0,84.0,Racjin,T
Fullmetal Alchemist and the Broken Angel,PS2,1970,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56,56.0,81.0,Racjin,T
Fullmetal Alchemist: Dual Sympathy,DS,1970,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,0.09,58.0,73.0,Natsume,T
Fullmetal Alchemist: Trading Card Game,DS,1970,Misc,Destineer,0.01,0.0,0.0,0.0,0.01,61.0,75.0,Magellan Interactive,T
FunkMaster Flex's Digital Hitz Factory,PS2,1970,Misc,Jester Interactive,0.02,0.01,0.0,0.0,0.04,71.0,89.0,Jester Interactive,E
Fur Fighters: Viggo's Revenge,PS2,1970,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,64.0,73.0,Bizarre Creations,T
Furu Furu Park,Wii,1970,Misc,Taito,0.05,0.0,0.0,0.0,0.05,43.0,48.0,"Taito Corporation, 505 Games",E10+
Futurama,PS2,1970,Platform,SCi,0.04,0.03,0.0,0.01,0.07,59.0,66.0,UDS,T
Futurama,XB,1970,Platform,SCi,0.03,0.01,0.0,0.0,0.05,58.0,69.0,UDS,T
Future Tactics: The Uprising,PS2,1970,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,60.0,Zed Two Limited,T
Fuzion Frenzy,XB,1970,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,70.0,69.0,Blitz Games,E
Fuzion Frenzy 2,X360,1970,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17,49.0,52.0,Hudson Soft,E10+
G-Force,Wii,1970,Action,Disney Interactive Studios,0.19,0.2,0.0,0.05,0.44,69.0,80.0,Eurocom Entertainment Software,E10+
G-Force,PS3,1970,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22,68.0,76.0,Eurocom Entertainment Software,E10+
G-Force,X360,1970,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17,68.0,70.0,Eurocom Entertainment Software,E10+
G.I. Joe: The Rise of Cobra,X360,1970,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,42.0,47.0,Double Helix Games,T
G.I. Joe: The Rise of Cobra,PS3,1970,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,43.0,48.0,Double Helix Games,T
G.I. Joe: The Rise of Cobra,PS2,1970,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,50.0,23.0,Double Helix Games,T
G.I. Joe: The Rise of Cobra,DS,1970,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,47.0,75.0,Backbone Entertainment,E10+
G1 Jockey 3,PS2,1970,Sports,THQ,0.02,0.01,0.07,0.0,0.1,71.0,90.0,Koei/Inis,E
Gabrielle's Ghostly Groove 3D,3DS,1970,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,62.0,74.0,Santa Entertainment,E
Gadget Racers,PS2,1970,Racing,Midas Interactive Entertainment,0.04,0.03,0.0,0.01,0.08,67.0,74.0,Barnhouse Effect,E
Galactic Wrestling: Featuring Ultimate Muscle,PS2,1970,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,61.0,80.0,Aki Corp.,T
Galerians: Ash,PS2,1970,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07,50.0,79.0,Polygon Magic,T
Galleon: Islands of Mystery,XB,1970,Action,SCi,0.02,0.01,0.0,0.0,0.03,67.0,70.0,Confounding Factor,T
Gallop Racer 2001,PS2,1970,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,71.0,91.0,Tecmo,E
Gallop Racer 2003: A New Breed,PS2,1970,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,68.0,85.0,Tecmo,E
Gallop Racer 2004,PS2,1970,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,70.0,87.0,Tecmo,E
Gallop Racer 2006,PS2,1970,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69.0,83.0,Tecmo,E
Game of Thrones,X360,1970,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.25,52.0,52.0,"Cyanide, Cyanide Studios",M
Game of Thrones,PS3,1970,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.03,0.24,53.0,55.0,"Cyanide, Cyanide Studios",M
Game of Thrones,PC,1970,Role-Playing,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,58.0,65.0,"Cyanide, Cyanide Studios",M
Game Party,Wii,1970,Misc,Midway Games,1.47,0.77,0.0,0.24,2.48,25.0,43.0,Midway,E
Game Party 2,Wii,1970,Misc,Midway Games,1.28,0.43,0.0,0.17,1.88,29.0,46.0,Midway,E
Game Party in Motion,X360,1970,Misc,Warner Bros. Interactive Entertainment,0.36,0.17,0.0,0.05,0.58,33.0,37.0,Farsight Studios,E
Game Party: Champions,WiiU,1970,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,24.0,35.0,"Phosphor Games Studio, LLC",E
Gangs of London,PSP,1970,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,52.0,67.0,SCEE London Studio,M
Gardening Mama,DS,1970,Puzzle,505 Games,0.79,0.42,0.01,0.13,1.35,60.0,93.0,Taito Corporation,E
Gauntlet: Dark Legacy,PS2,1970,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,73.0,83.0,Midway,T
Gauntlet: Dark Legacy,GC,1970,Action,Midway Games,0.14,0.04,0.0,0.0,0.18,60.0,91.0,Midway,T
Gauntlet: Dark Legacy,XB,1970,Action,Midway Games,0.13,0.04,0.0,0.01,0.17,54.0,89.0,Midway,T
Gauntlet: Seven Sorrows,PS2,1970,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4,59.0,57.0,Midway,T
