Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales (in millions),EU_Sales (in millions),JP_Sales (in millions),Other_Sales (in millions),Global_Sales (in millions),Critic_Score,User_Score,Developer,Rating
Lemony Snicket's A Series of Unfortunate Events,XB,1970,Platform,Activision,0.09,0.03,0.0,0.0,0.12,70.0,72.0,Activision,E
Let's TAP,Wii,1970,Misc,Sega,0.08,0.06,0.01,0.02,0.17,70.0,66.0,Prope,E
Life is Strange,PS4,1970,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4,85.0,86.0,DONTNOD Entertainment,M
Life is Strange,XOne,1970,Adventure,Square Enix,0.09,0.03,0.0,0.01,0.13,85.0,87.0,DONTNOD Entertainment,M
Life is Strange,PC,1970,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,86.0,DONTNOD Entertainment,M
Lifeline,PS2,1970,Adventure,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,77.0,SCEJ,M
LifeSigns: Surgical Unit,DS,1970,Simulation,JoWood Productions,0.01,0.01,0.0,0.0,0.01,61.0,78.0,Spike,T
Lightning Returns: Final Fantasy XIII,PS3,1970,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,66.0,59.0,Square Enix,T
Lightning Returns: Final Fantasy XIII,X360,1970,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,66.0,Square Enix,T
Line Rider 2: Unbound,DS,1970,Puzzle,Deep Silver,0.07,0.0,0.0,0.01,0.08,59.0,56.0,InXile Entertainment,E
Line Rider 2: Unbound,Wii,1970,Puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02,62.0,64.0,InXile Entertainment,E
Link's Crossbow Training,Wii,1970,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,71.0,Nintendo,T
Links 2004,XB,1970,Sports,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.29,80.0,90.0,Indie Built,E
Lips,X360,1970,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.77,71.0,74.0,iNiS,T
Lips: Number One Hits,X360,1970,Misc,Microsoft Game Studios,0.15,0.34,0.0,0.06,0.55,70.0,76.0,iNiS,T
Little Deviants,PSV,1970,Platform,Sony Computer Entertainment,0.14,0.12,0.0,0.04,0.3,57.0,55.0,Bigbig Studios,E10+
Little King's Story,Wii,1970,Strategy,Rising Star Games,0.14,0.1,0.02,0.02,0.29,87.0,88.0,Cing,T
Little League World Series Baseball 2008,Wii,1970,Sports,Activision,0.09,0.0,0.0,0.01,0.09,70.0,80.0,Now Production,E
Little Red Riding Hood's Zombie BBQ,DS,1970,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,68.0,73.0,EnjoyUp Games,T
LittleBigPlanet,PS3,1970,Platform,Sony Computer Entertainment,2.8,1.98,0.17,0.87,5.82,95.0,68.0,"SCE/WWS, Media Molecule",E
LittleBigPlanet,PSP,1970,Platform,Sony Computer Entertainment,0.64,1.22,0.01,0.67,2.54,87.0,78.0,"SCE/WWS, Media Molecule",E10+
LittleBigPlanet 2,PS3,1970,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,84.0,Media Molecule,E
LittleBigPlanet 3,PS4,1970,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,79.0,71.0,Sumo Digital,E
LittleBigPlanet Karting,PS3,1970,Action,Sony Computer Entertainment,0.42,0.3,0.01,0.15,0.87,73.0,69.0,"Media Molecule, United Front Games",E
LittleBigPlanet PS Vita,PSV,1970,Platform,Sony Computer Entertainment,0.35,0.61,0.02,0.27,1.25,88.0,86.0,"Tarsier Studios, Double Eleven",E
Lizzie McGuire 2: Lizzie Diaries,GBA,1970,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83,57.0,50.0,Artificial Mind and Movement,E
Lock On: Modern Air Combat,PC,1970,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,76.0,75.0,Eagle Dynamics,E
Lock's Quest,DS,1970,Strategy,THQ,0.08,0.0,0.0,0.01,0.09,80.0,87.0,5TH Cell,E
LocoRoco,PSP,1970,Platform,Sony Computer Entertainment,0.14,0.04,0.16,0.03,0.38,83.0,87.0,SCE Japan Studio,E
LocoRoco 2,PSP,1970,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85.0,84.0,SCE Japan Studio,E
Lollipop Chainsaw,PS3,1970,Action,Warner Bros. Interactive Entertainment,0.27,0.2,0.11,0.08,0.66,67.0,71.0,Grasshopper Manufacture,M
Lollipop Chainsaw,X360,1970,Action,Warner Bros. Interactive Entertainment,0.31,0.12,0.02,0.04,0.48,70.0,70.0,Grasshopper Manufacture,M
Looney Tunes: Acme Arsenal,PS2,1970,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0.0,0.05,0.38,38.0,39.0,Red Tribe,E10+
Looney Tunes: Acme Arsenal,Wii,1970,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,27.0,51.0,Red Tribe,E10+
Looney Tunes: Acme Arsenal,X360,1970,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,40.0,68.0,Red Tribe,E10+
Looney Tunes: Back in Action,PS2,1970,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5,51.0,75.0,Warthog,E
Looney Tunes: Back in Action,GC,1970,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,0.17,64.0,50.0,Warthog,E
Looney Tunes: Sheep Raider,PS,1970,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12,72.0,88.0,Infogrames,E
Lord of Arcana,PSP,1970,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.32,53.0,55.0,Access Games,M
Lord of Magna: Maiden Heaven,3DS,1970,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,68.0,78.0,Marvelous Inc.,T
Lords of the Fallen,PS4,1970,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,68.0,66.0,"City Interactive, Deck 13",M
Lords of the Fallen,XOne,1970,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,71.0,67.0,"City Interactive, Deck 13",M
Lords of the Fallen,PC,1970,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,73.0,69.0,"City Interactive, Deck 13",M
Lost Dimension,PSV,1970,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72.0,83.0,FuRyu,T
Lost Dimension,PS3,1970,Role-Playing,Nippon Ichi Software,0.05,0.01,0.0,0.01,0.07,71.0,73.0,FuRyu,T
Lost Horizon,PC,1970,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.11,77.0,79.0,Animation Arts,T
Lost in Blue,DS,1970,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69.0,78.0,Konami Computer Entertainment Hawaii,E10+
Lost in Blue: Shipwrecked,Wii,1970,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,54.0,60.0,Hudson Soft,E10+
Lost in Shadow,Wii,1970,Platform,Konami Digital Entertainment,0.09,0.0,0.01,0.01,0.12,68.0,87.0,Hudson Soft,E10+
Lost Kingdoms,GC,1970,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17,72.0,80.0,From Software,T
Lost Kingdoms II,GC,1970,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06,68.0,91.0,From Software,T
Lost Magic,DS,1970,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,68.0,82.0,Taito Corporation,E
Lost Odyssey,X360,1970,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78.0,83.0,Mistwalker,T
Lost Planet 2,PS3,1970,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68.0,69.0,Capcom,T
Lost Planet 2,PC,1970,Shooter,Capcom,0.0,0.02,0.0,0.0,0.03,63.0,63.0,Capcom,T
Lost Planet 3,PS3,1970,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,61.0,55.0,Spark Unlimited,T
Lost Planet 3,X360,1970,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,58.0,58.0,Spark Unlimited,T
Lost Planet 3,PC,1970,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,61.0,62.0,Spark Unlimited,T
Lost Planet: Extreme Condition,X360,1970,Shooter,Capcom,1.09,0.04,0.1,0.1,1.34,79.0,71.0,Capcom,T
Lost Planet: Extreme Condition,PS3,1970,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,67.0,70.0,Capcom,T
Lost: Via Domus,X360,1970,Action,Ubisoft,0.18,0.34,0.0,0.07,0.58,55.0,64.0,Ubisoft Montreal,T
Lost: Via Domus,PS3,1970,Action,Ubisoft,0.19,0.22,0.0,0.09,0.5,54.0,69.0,Ubisoft Montreal,T
Lost: Via Domus,PC,1970,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,52.0,60.0,Ubisoft Montreal,T
Lowrider,PS2,1970,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46.0,84.0,Pacific Century Cyber Works,T
Lucha Libre AAA: Heroes del Ring,PS3,1970,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,54.0,71.0,Immersion Software & Graphics,T
Lucha Libre AAA: Heroes del Ring,X360,1970,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,49.0,63.0,Immersion Software & Graphics,T
Lufia: Curse of the Sinistrals,DS,1970,Role-Playing,Square Enix,0.11,0.0,0.03,0.01,0.15,80.0,80.0,Neverland,E10+
Lufia: The Ruins of Lore,GBA,1970,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05,76.0,83.0,Taito Corporation,E
Luigi's Mansion,GC,1970,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,85.0,Nintendo,E
Luigi's Mansion: Dark Moon,3DS,1970,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,86.0,84.0,Next Level Games,E
Lumines: Electronic Symphony,PSV,1970,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,83.0,78.0,Q Entertainment,E
Luminous Arc,DS,1970,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24,70.0,70.0,"Image Epoch, Imageepoch",T
Luminous Arc 2,DS,1970,Role-Playing,Rising Star Games,0.2,0.0,0.0,0.02,0.22,73.0,77.0,"Image Epoch, Imageepoch",T
Lunar 2: Eternal Blue Complete,PS,1970,Role-Playing,Kadokawa Shoten,0.19,0.13,0.0,0.02,0.35,86.0,89.0,Game Arts,T
Lunar Knights,DS,1970,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82.0,78.0,Kojima Productions,E10+
Lunar Legend,GBA,1970,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19,79.0,78.0,Magic Rings,E
Lunar: Dragon Song,DS,1970,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,59.0,62.0,"Game Arts, Japan Art Media (JAM)",E10+
Lunar: Silver Star Harmony,PSP,1970,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24,80.0,77.0,Game Arts,T
Lunar: Silver Star Story Complete,PS,1970,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,78.0,91.0,Game Arts,T
Lux-Pain,DS,1970,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04,48.0,62.0,Killaware,T
Mace Griffin: Bounty Hunter,PS2,1970,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,62.0,83.0,Warthog,M
Mace Griffin: Bounty Hunter,XB,1970,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,64.0,82.0,Warthog,M
Mad Dash Racing,XB,1970,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,65.0,77.0,Crystal Dynamics,T
Mad Dog McCree: Gunslinger Pack,Wii,1970,Shooter,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,31.0,50.0,Digital Leisure Inc.,T
Madagascar,PS2,1970,Platform,Activision,0.78,0.45,0.0,0.07,1.31,69.0,74.0,Toys for Bob,E10+
Madagascar: Escape 2 Africa,PS2,1970,Action,Activision,0.12,0.0,0.0,0.26,0.38,56.0,58.0,Toys for Bob,E
Madagascar: Escape 2 Africa,PS3,1970,Action,Activision,0.12,0.08,0.0,0.03,0.23,58.0,68.0,Toys for Bob,E10+
Madagascar: Escape 2 Africa,PC,1970,Action,Activision,0.01,0.0,0.0,0.0,0.01,58.0,80.0,Aspyr,E10+
Madden NFL 06,PS2,1970,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,80.0,EA Sports,E
Madden NFL 06,XB,1970,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,86.0,67.0,EA Sports,E
Madden NFL 06,PSP,1970,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75,75.0,79.0,EA Tiburon,E
Madden NFL 06,GC,1970,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57,86.0,85.0,EA Sports,E
Madden NFL 06,DS,1970,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,66.0,63.0,Exient Entertainment,E
Madden NFL 07,PS2,1970,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,82.0,EA Sports,E
Madden NFL 07,X360,1970,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8,80.0,60.0,EA Tiburon,E
Madden NFL 07,XB,1970,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,83.0,87.0,EA Tiburon,E
Madden NFL 07,GC,1970,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82.0,92.0,EA Tiburon,E
Madden NFL 07,PS3,1970,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,76.0,42.0,EA Tiburon,E
Madden NFL 07,Wii,1970,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.49,81.0,80.0,EA Canada,E
Madden NFL 07,DS,1970,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,70.0,65.0,Exient Entertainment,E
Madden NFL 07,GBA,1970,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,68.0,93.0,Exient Entertainment,E
Madden NFL 08,PS2,1970,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,78.0,78.0,EA Tiburon,E
Madden NFL 08,X360,1970,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37,85.0,64.0,EA Tiburon,E
Madden NFL 08,PS3,1970,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97,81.0,53.0,EA Tiburon,E
Madden NFL 08,Wii,1970,Sports,Electronic Arts,0.8,0.0,0.0,0.07,0.87,76.0,68.0,EA Tiburon,E
Madden NFL 08,PSP,1970,Sports,Electronic Arts,0.6,0.04,0.0,0.07,0.71,75.0,68.0,EA Tiburon,E
Madden NFL 08,XB,1970,Sports,Electronic Arts,0.22,0.06,0.0,0.01,0.29,76.0,60.0,EA Tiburon,E
Madden NFL 08,GC,1970,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,70.0,EA Tiburon,E
Madden NFL 09,X360,1970,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.53,83.0,70.0,EA Tiburon,E
Madden NFL 09,PS3,1970,Sports,Electronic Arts,1.56,0.14,0.0,0.18,1.88,85.0,44.0,EA Tiburon,E
Madden NFL 09,PS2,1970,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49,67.0,70.0,EA Tiburon,E
Madden NFL 09,PSP,1970,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71,68.0,65.0,EA Tiburon,E
Madden NFL 09 All-Play,Wii,1970,Sports,Electronic Arts,0.76,0.01,0.0,0.06,0.83,82.0,72.0,EA Tiburon,E
Madden NFL 10,X360,1970,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,85.0,61.0,EA Tiburon,E
Madden NFL 10,PS3,1970,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,85.0,68.0,EA Tiburon,E
Madden NFL 10,Wii,1970,Sports,Electronic Arts,0.62,0.04,0.0,0.06,0.72,77.0,72.0,EA Tiburon,E
Madden NFL 11,X360,1970,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,84.0,57.0,EA Tiburon,E
Madden NFL 11,PS3,1970,Sports,Electronic Arts,2.04,0.15,0.0,0.2,2.38,83.0,61.0,EA Tiburon,E
Madden NFL 12,X360,1970,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78.0,59.0,EA Tiburon,E
Madden NFL 12,PS3,1970,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,79.0,55.0,EA Tiburon,E
Madden NFL 13,X360,1970,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,81.0,58.0,EA Tiburon,E
Madden NFL 13,PS3,1970,Sports,Electronic Arts,2.11,0.22,0.0,0.23,2.56,83.0,55.0,EA Tiburon,E
Madden NFL 13,PSV,1970,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.3,63.0,73.0,EA Tiburon,E
Madden NFL 13,WiiU,1970,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,75.0,67.0,EA Tiburon,E
Madden NFL 13,PS3,1970,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,83.0,55.0,EA Tiburon,E
Madden NFL 15,PS4,1970,Sports,Electronic Arts,1.54,0.25,0.0,0.4,2.19,81.0,61.0,EA Sports,E
Madden NFL 15,XOne,1970,Sports,Electronic Arts,1.31,0.09,0.0,0.16,1.57,80.0,64.0,EA Sports,E
Madden NFL 16,PS4,1970,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,83.0,59.0,EA Sports,E
Madden NFL 16,XOne,1970,Sports,Electronic Arts,2.08,0.08,0.0,0.26,2.42,84.0,61.0,EA Sports,E
Madden NFL 17,PS4,1970,Sports,Electronic Arts,1.25,0.17,0.0,0.32,1.75,82.0,49.0,EA Sports,E
Madden NFL 17,XOne,1970,Sports,Electronic Arts,1.08,0.02,0.0,0.13,1.23,83.0,59.0,EA Sports,E
Madden NFL 2001,PS,1970,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,90.0,68.0,EA Sports,E
Madden NFL 2001,PS2,1970,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5,91.0,77.0,EA Sports,E
Madden NFL 2002,PS2,1970,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94.0,79.0,EA Sports,E
Madden NFL 2002,PS,1970,Sports,Electronic Arts,0.78,0.53,0.0,0.09,1.39,88.0,80.0,EA Sports,E
Madden NFL 2003,PS2,1970,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,77.0,EA Sports,E
Madden NFL 2003,XB,1970,Sports,Electronic Arts,0.67,0.02,0.0,0.03,0.71,92.0,83.0,EA Tiburon,E
Madden NFL 2003,GC,1970,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43,92.0,85.0,EA Sports,E
Madden NFL 2004,XB,1970,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,92.0,83.0,EA Tiburon,E
Madden NFL 2004,GC,1970,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51,94.0,77.0,EA Tiburon,E
Madden NFL 2004,GBA,1970,Sports,Electronic Arts,0.22,0.08,0.0,0.01,0.31,70.0,66.0,BudCat,E
Madden NFL 2005,PS2,1970,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,79.0,EA Tiburon,E
Madden NFL 2005,XB,1970,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,91.0,76.0,EA Tiburon,E
Madden NFL 2005,GBA,1970,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,79.0,76.0,Exient Entertainment,E
Madden NFL 2005,DS,1970,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68.0,77.0,Exient Entertainment,E
Madden NFL 25,X360,1970,Sports,Electronic Arts,1.98,0.06,0.0,0.19,2.23,80.0,56.0,EA Sports,E
Madden NFL 25,PS3,1970,Sports,Electronic Arts,1.6,0.03,0.0,0.24,1.87,76.0,41.0,EA Sports,E
Madden NFL 25,PS4,1970,Sports,Electronic Arts,0.63,0.13,0.0,0.15,0.9,74.0,52.0,EA Sports,E
Madden NFL 25,XOne,1970,Sports,Electronic Arts,0.67,0.05,0.0,0.08,0.81,73.0,59.0,EA Sports,E
Madden NFL Football,3DS,1970,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39,49.0,53.0,EA Tiburon,E
MadWorld,Wii,1970,Action,Sega,0.45,0.23,0.02,0.07,0.77,81.0,86.0,PlatinumGames,M
Mafia,PS2,1970,Action,Illusion Softworks,0.34,0.27,0.0,0.09,0.7,65.0,76.0,Illusion Softworks,M
Mafia,XB,1970,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,66.0,77.0,Illusion Softworks,M
Mafia,PC,1970,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88.0,91.0,Illusion Softworks,M
Mafia II,X360,1970,Action,Take-Two Interactive,0.85,0.55,0.0,0.15,1.55,74.0,78.0,2K Czech,M
Mafia II,PS3,1970,Action,Take-Two Interactive,0.5,0.69,0.04,0.26,1.49,75.0,77.0,2K Czech,M
Mafia II,PC,1970,Action,Take-Two Interactive,0.17,0.17,0.0,0.05,0.4,77.0,79.0,2K Czech,M
Mafia III,PS4,1970,Action,Take-Two Interactive,0.42,1.08,0.03,0.28,1.81,68.0,51.0,Hangar 13,M
Mafia III,XOne,1970,Action,Take-Two Interactive,0.28,0.29,0.0,0.05,0.62,67.0,46.0,Hangar 13,M
Mafia III,PC,1970,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,32.0,Hangar 13,M
Mage Knight: Destiny's Soldier,DS,1970,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,59.0,71.0,Big Blue Bubble Inc.,E10+
Magic Pengel: The Quest for Color,PS2,1970,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07,74.0,75.0,Taito Corporation,E
Magician's Quest: Mysterious Times,DS,1970,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.53,69.0,76.0,Konami,E10+
Magicka,PC,1970,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,74.0,76.0,Arrowhead Game Studios,T
Magna Carta 2,X360,1970,Role-Playing,Banpresto,0.13,0.07,0.07,0.02,0.3,69.0,70.0,"Banpresto, SoftMax",T
Magna Carta: Tears of Blood,PS2,1970,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22,66.0,70.0,SoftMax,T
Magnetica,DS,1970,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68.0,81.0,Mitchell,E
Mahjong Cub3D,3DS,1970,Puzzle,Sunsoft,0.07,0.0,0.02,0.0,0.09,67.0,53.0,SunSoft,E
Majesty 2: The Fantasy Kingdom Sim,PC,1970,Simulation,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,72.0,73.0,"1C, Ino-Co, 1C Company",T
Majin and the Forsaken Kingdom,PS3,1970,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72.0,79.0,Game Republic,T
Majin and the Forsaken Kingdom,X360,1970,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,74.0,81.0,Game Republic,T
Major League Baseball 2K10,X360,1970,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,76.0,76.0,Visual Concepts,E
Major League Baseball 2K10,PS3,1970,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,53.0,Visual Concepts,E
Major League Baseball 2K11,X360,1970,Sports,Take-Two Interactive,0.4,0.03,0.0,0.03,0.45,69.0,68.0,Visual Concepts,E
Major League Baseball 2K11,PS3,1970,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,72.0,63.0,Visual Concepts,E
Major League Baseball 2K11,PC,1970,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,74.0,59.0,Visual Concepts,E
Major League Baseball 2K12,X360,1970,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,68.0,64.0,Visual Concepts,E
Major League Baseball 2K12,PS3,1970,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,44.0,Visual Concepts,E
Major League Baseball 2K5,PS2,1970,Sports,Take-Two Interactive,0.72,0.56,0.0,0.19,1.48,82.0,74.0,Kush Games,E
Major League Baseball 2K5,XB,1970,Sports,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56,81.0,82.0,Kush Games,E
Major League Baseball 2K6,PS2,1970,Sports,Spike,0.37,0.01,0.0,0.06,0.44,70.0,52.0,Kush Games,E
Major League Baseball 2K6,X360,1970,Sports,Spike,0.34,0.0,0.0,0.03,0.37,66.0,39.0,Kush Games,E
Major League Baseball 2K6,XB,1970,Sports,Take-Two Interactive,0.24,0.07,0.0,0.01,0.33,71.0,57.0,Kush Games,E
Major League Baseball 2K7,X360,1970,Sports,Spike,0.67,0.0,0.0,0.06,0.72,79.0,71.0,Kush Games,E
Major League Baseball 2K7,PS3,1970,Sports,Spike,0.23,0.0,0.0,0.02,0.25,74.0,47.0,Kush Games,E
Major League Baseball 2K8,X360,1970,Sports,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61,70.0,59.0,Kush Games,E
Major League Baseball 2K8,PS3,1970,Sports,Bethesda Softworks,0.28,0.0,0.0,0.03,0.31,67.0,56.0,Kush Games,E
Major League Baseball 2K8 Fantasy All-Stars,DS,1970,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,59.0,70.0,Deep Fried Entertainment,E
Major League Baseball 2K9,X360,1970,Sports,Spike,0.56,0.0,0.0,0.05,0.61,64.0,53.0,2K Sports,E
Major League Baseball 2K9,Wii,1970,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,61.0,45.0,2K Sports,E
Major League Baseball 2K9,PS3,1970,Sports,Spike,0.16,0.0,0.0,0.01,0.17,61.0,40.0,2K Sports,E
Makai Kingdom: Chronicles of the Sacred Tome,PS2,1970,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,77.0,73.0,Nippon Ichi Software,T
Mana Khemia 2: Fall of Alchemy,PS2,1970,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70.0,82.0,Gust,T
Mana Khemia: Alchemists of Al-Revis,PS2,1970,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06,69.0,75.0,Gust,E10+
Mana Khemia: Student Alliance,PSP,1970,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,41.0,53.0,Gust,E10+
Manhunt,PS2,1970,Action,Take-Two Interactive,0.63,0.49,0.0,0.16,1.28,76.0,83.0,Rockstar North,M
Manhunt,XB,1970,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,74.0,79.0,Rockstar North,M
Manhunt 2,PS2,1970,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.56,67.0,78.0,Rockstar London,M
Manhunt 2,Wii,1970,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.53,62.0,71.0,Rockstar Toronto,M
Manhunt 2,PSP,1970,Action,Take-Two Interactive,0.04,0.17,0.0,0.09,0.31,69.0,81.0,Rockstar London,M
Marble Saga: Kororinpa,Wii,1970,Puzzle,Konami Digital Entertainment,0.09,0.05,0.0,0.01,0.16,74.0,73.0,Hudson Entertainment,E
Marc Ecko's Getting Up: Contents Under Pressure,PS2,1970,Action,Atari,0.03,0.02,0.0,0.01,0.05,69.0,72.0,Double Helix Games,M
